12.10,95,821,5.00,24.80
40.90,90,616,11.60,56.80
23.90,54,319,8.50,16.30
38.40,70,813,0.40,100.40
38.40,63,394,10.00,35.30
22.90,17,385,11.50,58.50
18.50,44,420,3.50,83.20
44.50,52,679,2.60,14.50
47.30,69,33,7.50,59.20
11.50,77,808,7.80,28.60
31.60,74,439,1.20,93.40
7.50,89,755,1.90,51.50
2.60,63,506,4.90,58.40
1.90,97,808,3.10,9.40
30.90,9,775,7.40,83.70
0.60,25,317,8.70,61.40
12.40,76,150,9.40,90.80
9.90,99,378,9.30,11.70
26.30,5,322,4.00,44.00
16.80,85,370,3.30,76.60
11.80,57,266,6.90,76.30
33.70,62,720,3.80,19.30
0.40,58,304,8.50,98.00
7.80,46,955,0.60,56.70
10.40,93,114,10.70,63.90
17.30,2,563,7.70,58.90
3.80,73,303,1.80,38.60
23.30,32,824,9.00,7.10
20.30,0,203,2.30,38.00
32.40,79,780,1.20,16.10
20.00,83,879,7.00,11.90
30.10,99,746,8.40,21.80
10.80,64,771,3.00,6.10
18.40,80,205,5.30,63.50
17.80,88,783,6.40,35.70
10.30,66,690,9.50,99.20
41.00,7,352,8.90,70.10
41.70,25,414,8.20,9.40
11.90,20,373,10.50,45.30
4.00,56,166,6.20,65.60
39.80,52,867,9.10,32.10
11.50,71,728,0.00,53.30
13.40,11,350,1.70,66.50
6.50,16,442,0.10,41.10
36.10,8,324,11.00,17.50
41.90,20,781,5.70,57.80
49.60,67,384,10.60,67.70
10.80,91,384,3.40,42.80
39.80,67,825,10.50,86.80
40.40,27,34,4.60,31.30
2.40,11,865,4.70,33.50
10.70,92,415,5.90,3.50
14.90,29,579,9.50,8.80
20.70,89,800,2.80,72.80
46.70,19,321,4.90,12.50
39.40,84,912,6.70,56.50
25.90,61,976,11.30,45.80
29.50,3,4,11.70,68.50
0.30,6,454,8.20,28.40
39.50,0,217,7.20,1.70
23.80,49,807,10.20,72.80
15.20,40,709,2.70,4.70
3.90,12,840,9.70,79.30
35.70,16,278,2.20,67.00
29.10,49,979,7.20,33.60
41.40,28,745,1.10,18.80
24.60,90,668,6.30,95.60
3.70,1,24,0.80,65.80
15.40,13,635,11.60,46.90
1.70,29,94,11.50,39.10
5.20,23,188,0.60,67.70
47.10,1,144,8.70,11.70
9.10,4,294,5.50,56.80
12.00,68,399,1.40,16.50
6.20,30,113,10.50,26.20
12.10,95,821,5.00,24.80
40.90,90,616,11.60,56.80
23.90,54,319,8.50,16.30
38.40,70,813,0.40,100.40
38.40,63,394,10.00,35.30
22.90,17,385,11.50,58.50
18.50,44,420,3.50,83.20
44.50,52,679,2.60,14.50
47.30,69,33,7.50,59.20
11.50,77,808,7.80,28.60
31.60,74,439,1.20,93.40
7.50,89,755,1.90,51.50
2.60,63,506,4.90,58.40
1.90,97,808,3.10,9.40
30.90,9,775,7.40,83.70
0.60,25,317,8.70,61.40
12.40,76,150,9.40,90.80
9.90,99,378,9.30,11.70
26.30,5,322,4.00,44.00
16.80,85,370,3.30,76.60
11.80,57,266,6.90,76.30
33.70,62,720,3.80,19.30
0.40,58,304,8.50,98.00
7.80,46,955,0.60,56.70
10.40,93,114,10.70,63.90
17.30,2,563,7.70,58.90
3.80,73,303,1.80,38.60
23.30,32,824,9.00,7.10
20.30,0,203,2.30,38.00
32.40,79,780,1.20,16.10
20.00,83,879,7.00,11.90
30.10,99,746,8.40,21.80
10.80,64,771,3.00,6.10
18.40,80,205,5.30,63.50
17.80,88,783,6.40,35.70
10.30,66,690,9.50,99.20
41.00,7,352,8.90,70.10
41.70,25,414,8.20,9.40
11.90,20,373,10.50,45.30
4.00,56,166,6.20,65.60
39.80,52,867,9.10,32.10
11.50,71,728,0.00,53.30
13.40,11,350,1.70,66.50
6.50,16,442,0.10,41.10
36.10,8,324,11.00,17.50
41.90,20,781,5.70,57.80
49.60,67,384,10.60,67.70
10.80,91,384,3.40,42.80
39.80,67,825,10.50,86.80
40.40,27,34,4.60,31.30
2.40,11,865,4.70,33.50
10.70,92,415,5.90,3.50
14.90,29,579,9.50,8.80
20.70,89,800,2.80,72.80
46.70,19,321,4.90,12.50
39.40,84,912,6.70,56.50
25.90,61,976,11.30,45.80
29.50,3,4,11.70,68.50
0.30,6,454,8.20,28.40
39.50,0,217,7.20,1.70
29.90,62,48,8.30,13.10
7.60,21,466,7.00,38.50
27.20,93,312,4.10,50.20
39.40,3,570,7.60,21.10
19.00,86,752,10.30,54.50
42.60,31,311,7.10,85.00
33.80,57,891,9.00,0.60
11.40,34,91,6.10,22.20
13.10,84,890,7.90,19.70
15.20,81,561,4.20,82.90
10.90,62,377,6.70,3.60
9.60,12,299,10.20,36.40
1.50,50,918,9.10,36.50
28.50,10,57,1.70,87.60
18.00,75,421,9.20,61.30
35.50,50,889,8.40,59.80
14.00,16,92,4.00,55.10
1.40,87,196,4.10,44.50
43.90,29,871,3.00,64.90
13.20,80,410,6.20,72.80
0.60,80,575,3.00,70.30
24.00,61,852,4.80,54.30
12.90,45,14,10.90,14.00
35.40,55,743,3.10,15.60
14.70,83,459,3.80,52.70
42.50,84,878,8.70,46.70
13.90,62,728,6.30,16.30
28.00,40,10,6.70,92.10
39.60,44,431,0.20,76.40
21.00,28,19,11.70,85.30
2.80,81,8,3.90,66.90
3.90,87,461,4.40,40.60
9.70,36,274,10.90,81.10
10.90,67,266,7.30,35.50
31.20,35,874,4.80,5.70
40.10,46,89,4.30,39.10
13.80,21,230,6.00,82.40
32.90,30,194,9.90,39.20
22.10,53,81,8.80,45.00
49.90,4,120,4.50,81.60
38.20,18,80,0.00,71.00
15.90,83,385,6.90,98.20
31.00,40,54,4.10,87.90
22.30,10,469,1.90,72.10
20.40,69,846,6.20,49.40
12.10,20,519,5.40,74.00
28.20,93,260,9.60,96.30
43.40,17,639,2.60,77.10
28.00,89,836,10.20,20.70
11.30,72,851,0.50,67.30
23.80,49,807,10.20,72.80
15.20,40,709,2.70,4.70
3.90,12,840,9.70,79.30
35.70,16,278,2.20,67.00
29.10,49,979,7.20,33.60
41.40,28,745,1.10,18.80
24.60,90,668,6.30,95.60
3.70,1,24,0.80,65.80
15.40,13,635,11.60,46.90
1.70,29,94,11.50,39.10
5.20,23,188,0.60,67.70
47.10,1,144,8.70,11.70
9.10,4,294,5.50,56.80
12.00,68,399,1.40,16.50
6.20,30,113,10.50,26.20
12.10,95,821,5.00,24.80
40.90,90,616,11.60,56.80
23.90,54,319,8.50,16.30
38.40,70,813,0.40,100.40
38.40,63,394,10.00,35.30
22.90,17,385,11.50,58.50
18.50,44,420,3.50,83.20
44.50,52,679,2.60,14.50
47.30,69,33,7.50,59.20
11.50,77,808,7.80,28.60
31.60,74,439,1.20,93.40
7.50,89,755,1.90,51.50
2.60,63,506,4.90,58.40
1.90,97,808,3.10,9.40
30.90,9,775,7.40,83.70
0.60,25,317,8.70,61.40
12.40,76,150,9.40,90.80
9.90,99,378,9.30,11.70
26.30,5,322,4.00,44.00
16.80,85,370,3.30,76.60
11.80,57,266,6.90,76.30
33.70,62,720,3.80,19.30
0.40,58,304,8.50,98.00
7.80,46,955,0.60,56.70
10.40,93,114,10.70,63.90
17.30,2,563,7.70,58.90
3.80,73,303,1.80,38.60
23.30,32,824,9.00,7.10
20.30,0,203,2.30,38.00
32.40,79,780,1.20,16.10
20.00,83,879,7.00,11.90
30.10,99,746,8.40,21.80
23.80,49,807,10.20,72.80
15.20,40,709,2.70,4.70
3.90,12,840,9.70,79.30
35.70,16,278,2.20,67.00
29.10,49,979,7.20,33.60
41.40,28,745,1.10,18.80
24.60,90,668,6.30,95.60
3.70,1,24,0.80,65.80
15.40,13,635,11.60,46.90
1.70,29,94,11.50,39.10
5.20,23,188,0.60,67.70
47.10,1,144,8.70,11.70
9.10,4,294,5.50,56.80
12.00,68,399,1.40,16.50
6.20,30,113,10.50,26.20
12.10,95,821,5.00,24.80
40.90,90,616,11.60,56.80
23.90,54,319,8.50,16.30
38.40,70,813,0.40,100.40
38.40,63,394,10.00,35.30
22.90,17,385,11.50,58.50
18.50,44,420,3.50,83.20
44.50,52,679,2.60,14.50
47.30,69,33,7.50,59.20
11.50,77,808,7.80,28.60
31.60,74,439,1.20,93.40
7.50,89,755,1.90,51.50
2.60,63,506,4.90,58.40
1.90,97,808,3.10,9.40
30.90,9,775,7.40,83.70
0.60,25,317,8.70,61.40
12.40,76,150,9.40,90.80
9.90,99,378,9.30,11.70
26.30,5,322,4.00,44.00
16.80,85,370,3.30,76.60
11.80,57,266,6.90,76.30
33.70,62,720,3.80,19.30
0.40,58,304,8.50,98.00
7.80,46,955,0.60,56.70
10.40,93,114,10.70,63.90
17.30,2,563,7.70,58.90
3.80,73,303,1.80,38.60
23.30,32,824,9.00,7.10
20.30,0,203,2.30,38.00
32.40,79,780,1.20,16.10
20.00,83,879,7.00,11.90
30.10,99,746,8.40,21.80
10.80,64,771,3.00,6.10
18.40,80,205,5.30,63.50
17.80,88,783,6.40,35.70
10.30,66,690,9.50,99.20
41.00,7,352,8.90,70.10
41.70,25,414,8.20,9.40
11.90,20,373,10.50,45.30
4.00,56,166,6.20,65.60
39.80,52,867,9.10,32.10
11.50,71,728,0.00,53.30
13.40,11,350,1.70,66.50
6.50,16,442,0.10,41.10
36.10,8,324,11.00,17.50
41.90,20,781,5.70,57.80
49.60,67,384,10.60,67.70
10.80,91,384,3.40,42.80
39.80,67,825,10.50,86.80
40.40,27,34,4.60,31.30
2.40,11,865,4.70,33.50
10.70,92,415,5.90,3.50
14.90,29,579,9.50,8.80
20.70,89,800,2.80,72.80
46.70,19,321,4.90,12.50
39.40,84,912,6.70,56.50
25.90,61,976,11.30,45.80
29.50,3,4,11.70,68.50
0.30,6,454,8.20,28.40
39.50,0,217,7.20,1.70
29.90,62,48,8.30,13.10
7.60,21,466,7.00,38.50
27.20,93,312,4.10,50.20
39.40,3,570,7.60,21.10
19.00,86,752,10.30,54.50
42.60,31,311,7.10,85.00
33.80,57,891,9.00,0.60
11.40,34,91,6.10,22.20
13.10,84,890,7.90,19.70
15.20,81,561,4.20,82.90
10.90,62,377,6.70,3.60
9.60,12,299,10.20,36.40
1.50,50,918,9.10,36.50
28.50,10,57,1.70,87.60
18.00,75,421,9.20,61.30
35.50,50,889,8.40,59.80
14.00,16,92,4.00,55.10
1.40,87,196,4.10,44.50
43.90,29,871,3.00,64.90
13.20,80,410,6.20,72.80
0.60,80,575,3.00,70.30
24.00,61,852,4.80,54.30
12.90,45,14,10.90,14.00
35.40,55,743,3.10,15.60
14.70,83,459,3.80,52.70
42.50,84,878,8.70,46.70
13.90,62,728,6.30,16.30
28.00,40,10,6.70,92.10
39.60,44,431,0.20,76.40
21.00,28,19,11.70,85.30
2.80,81,8,3.90,66.90
3.90,87,461,4.40,40.60
9.70,36,274,10.90,81.10
10.90,67,266,7.30,35.50
31.20,35,874,4.80,5.70
40.10,46,89,4.30,39.10
13.80,21,230,6.00,82.40
32.90,30,194,9.90,39.20
22.10,53,81,8.80,45.00
49.90,4,120,4.50,81.60
38.20,18,80,0.00,71.00
15.90,83,385,6.90,98.20
31.00,40,54,4.10,87.90
22.30,10,469,1.90,72.10
20.40,69,846,6.20,49.40
12.10,20,519,5.40,74.00
28.20,93,260,9.60,96.30
43.40,17,639,2.60,77.10
28.00,89,836,10.20,20.70
11.30,72,851,0.50,67.30
25.00,12,553,9.70,81.50
44.00,58,251,6.90,66.80
26.60,62,633,10.30,26.40
28.90,42,119,6.50,8.70
20.80,0,748,0.50,78.00
23.80,49,807,10.20,72.80
15.20,40,709,2.70,4.70
3.90,12,840,9.70,79.30
35.70,16,278,2.20,67.00
29.10,49,979,7.20,33.60
41.40,28,745,1.10,18.80
24.60,90,668,6.30,95.60
3.70,1,24,0.80,65.80
15.40,13,635,11.60,46.90
1.70,29,94,11.50,39.10
5.20,23,188,0.60,67.70
47.10,1,144,8.70,11.70
9.10,4,294,5.50,56.80
12.00,68,399,1.40,16.50
6.20,30,113,10.50,26.20
12.10,95,821,5.00,24.80
40.90,90,616,11.60,56.80
23.80,49,807,10.20,72.80
15.20,40,709,2.70,4.70
3.90,12,840,9.70,79.30
35.70,16,278,2.20,67.00
29.10,49,979,7.20,33.60
41.40,28,745,1.10,18.80
24.60,90,668,6.30,95.60
3.70,1,24,0.80,65.80
15.40,13,635,11.60,46.90
1.70,29,94,11.50,39.10
5.20,23,188,0.60,67.70
47.10,1,144,8.70,11.70
9.10,4,294,5.50,56.80
12.00,68,399,1.40,16.50
6.20,30,113,10.50,26.20
12.10,95,821,5.00,24.80
40.90,90,616,11.60,56.80
23.90,54,319,8.50,16.30
38.40,70,813,0.40,100.40
38.40,63,394,10.00,35.30
22.90,17,385,11.50,58.50
18.50,44,420,3.50,83.20
44.50,52,679,2.60,14.50
47.30,69,33,7.50,59.20
11.50,77,808,7.80,28.60
31.60,74,439,1.20,93.40
7.50,89,755,1.90,51.50
2.60,63,506,4.90,58.40
1.90,97,808,3.10,9.40
30.90,9,775,7.40,83.70
0.60,25,317,8.70,61.40
12.40,76,150,9.40,90.80
9.90,99,378,9.30,11.70
26.30,5,322,4.00,44.00
16.80,85,370,3.30,76.60
11.80,57,266,6.90,76.30
33.70,62,720,3.80,19.30
0.40,58,304,8.50,98.00
7.80,46,955,0.60,56.70
10.40,93,114,10.70,63.90
17.30,2,563,7.70,58.90
3.80,73,303,1.80,38.60
23.30,32,824,9.00,7.10
20.30,0,203,2.30,38.00
32.40,79,780,1.20,16.10
20.00,83,879,7.00,11.90
30.10,99,746,8.40,21.80
10.80,64,771,3.00,6.10
18.40,80,205,5.30,63.50
17.80,88,783,6.40,35.70
10.30,66,690,9.50,99.20
41.00,7,352,8.90,70.10
41.70,25,414,8.20,9.40
11.90,20,373,10.50,45.30
4.00,56,166,6.20,65.60
39.80,52,867,9.10,32.10
11.50,71,728,0.00,53.30
13.40,11,350,1.70,66.50
6.50,16,442,0.10,41.10
36.10,8,324,11.00,17.50
41.90,20,781,5.70,57.80
49.60,67,384,10.60,67.70
10.80,91,384,3.40,42.80
39.80,67,825,10.50,86.80
40.40,27,34,4.60,31.30
2.40,11,865,4.70,33.50
10.70,92,415,5.90,3.50
14.90,29,579,9.50,8.80
20.70,89,800,2.80,72.80
46.70,19,321,4.90,12.50
39.40,84,912,6.70,56.50
25.90,61,976,11.30,45.80
29.50,3,4,11.70,68.50
0.30,6,454,8.20,28.40
39.50,0,217,7.20,1.70
29.90,62,48,8.30,13.10
7.60,21,466,7.00,38.50
27.20,93,312,4.10,50.20
39.40,3,570,7.60,21.10
19.00,86,752,10.30,54.50
42.60,31,311,7.10,85.00
33.80,57,891,9.00,0.60
11.40,34,91,6.10,22.20
13.10,84,890,7.90,19.70
15.20,81,561,4.20,82.90
10.90,62,377,6.70,3.60
9.60,12,299,10.20,36.40
1.50,50,918,9.10,36.50
28.50,10,57,1.70,87.60
18.00,75,421,9.20,61.30
35.50,50,889,8.40,59.80
14.00,16,92,4.00,55.10
1.40,87,196,4.10,44.50
43.90,29,871,3.00,64.90
13.20,80,410,6.20,72.80
0.60,80,575,3.00,70.30
24.00,61,852,4.80,54.30
12.90,45,14,10.90,14.00
35.40,55,743,3.10,15.60
14.70,83,459,3.80,52.70
42.50,84,878,8.70,46.70
13.90,62,728,6.30,16.30
28.00,40,10,6.70,92.10
39.60,44,431,0.20,76.40
21.00,28,19,11.70,85.30
2.80,81,8,3.90,66.90
3.90,87,461,4.40,40.60
9.70,36,274,10.90,81.10
10.90,67,266,7.30,35.50
31.20,35,874,4.80,5.70
40.10,46,89,4.30,39.10
13.80,21,230,6.00,82.40
32.90,30,194,9.90,39.20
22.10,53,81,8.80,45.00
49.90,4,120,4.50,81.60
38.20,18,80,0.00,71.00
15.90,83,385,6.90,98.20
31.00,40,54,4.10,87.90
22.30,10,469,1.90,72.10
20.40,69,846,6.20,49.40
12.10,20,519,5.40,74.00
28.20,93,260,9.60,96.30
43.40,17,639,2.60,77.10
28.00,89,836,10.20,20.70
11.30,72,851,0.50,67.30
25.00,12,553,9.70,81.50
44.00,58,251,6.90,66.80
26.60,62,633,10.30,26.40
28.90,42,119,6.50,8.70
20.80,0,748,0.50,78.00
33.20,63,192,1.90,67.60
7.90,31,769,10.60,97.40
37.60,15,814,5.70,41.20
13.70,74,231,0.40,24.00
9.40,29,999,0.10,58.90
0.90,83,407,2.30,60.10
46.30,29,253,1.80,11.30
26.20,87,768,11.10,95.10
24.20,70,445,8.70,93.30
35.90,79,571,4.80,76.70
29.60,8,838,8.60,18.50
46.90,88,276,4.70,20.80
20.80,98,683,1.10,10.70
28.30,78,661,7.60,54.80
27.20,23,119,5.80,1.50
12.20,4,475,7.10,24.80
20.80,34,610,9.50,37.50
37.60,63,687,10.30,57.40
14.30,99,156,2.30,91.70
15.00,67,330,10.50,86.20
6.00,91,585,4.20,62.00
17.40,85,200,8.00,88.00
28.30,2,199,9.60,84.90
22.50,89,725,9.90,43.10
6.30,62,514,2.90,63.00
12.10,58,375,8.00,88.40
47.00,11,508,2.60,82.50
4.10,39,962,2.60,22.20
38.10,35,493,10.10,57.30
43.50,92,957,8.30,68.60
32.40,69,347,0.30,44.60
3.10,37,807,7.40,74.60
33.60,50,938,8.50,5.20
1.20,12,181,11.60,28.80
45.40,30,31,4.60,38.90
10.80,81,919,5.90,24.90
15.70,20,999,2.20,63.10
36.40,25,30,1.20,13.00
31.10,17,834,10.50,68.00
44.50,42,201,7.20,27.20
29.80,81,441,8.90,92.20
45.80,13,32,0.50,63.10
16.10,51,904,8.50,33.30
44.80,18,636,7.90,66.30
17.20,12,219,6.70,36.30
11.50,10,819,10.20,16.00
49.90,83,8,1.00,12.50
49.60,53,617,8.90,3.30
32.40,57,329,0.40,62.70
36.20,52,259,1.60,35.90
36.30,3,890,11.50,63.70
11.30,76,31,10.30,62.20
42.30,71,791,1.00,31.40
31.80,10,887,2.30,15.90
4.60,38,562,6.20,41.10
4.00,58,341,9.70,92.20
7.50,4,937,7.30,35.90
15.70,81,697,5.70,1.40
16.00,99,459,7.60,31.30
49.10,61,49,0.30,73.40
9.50,31,238,1.10,41.70
44.50,24,120,7.90,84.50
11.80,32,257,4.20,28.00
17.80,43,630,8.70,27.50
30.80,16,863,11.70,48.50
27.40,5,307,3.80,49.90
16.80,26,29,9.20,59.30
23.90,83,203,9.40,26.50
15.00,79,436,1.00,32.80
8.60,47,981,2.60,13.40
17.60,58,470,8.60,0.70
8.20,56,734,5.00,52.40
29.70,62,73,9.70,17.30
44.70,20,739,0.10,41.00
17.20,1,18,1.00,57.00
13.90,70,868,10.50,5.10
4.50,10,217,9.40,76.40
21.50,87,546,9.10,54.00
44.30,9,775,6.40,97.40
7.70,77,875,2.40,20.90
30.00,17,183,10.60,83.50
34.70,21,516,2.00,7.70
44.00,26,581,11.80,35.20
28.30,6,312,2.60,23.30
11.90,92,296,9.40,71.00
42.10,80,815,0.30,15.70
39.90,61,465,7.90,79.60
9.70,27,581,1.50,69.20
18.70,79,553,4.10,100.60
30.80,1,272,1.90,13.70
20.10,77,59,8.40,12.50
45.40,95,177,0.80,53.30
37.50,68,754,5.20,81.60
8.00,62,142,1.00,62.10
17.50,62,620,8.40,93.00
47.10,51,363,2.90,66.40
21.20,88,223,11.60,70.20
44.60,19,889,7.20,47.60
6.40,44,365,1.50,43.60
40.60,91,491,11.70,30.90
49.90,85,22,4.20,40.30
47.30,33,876,11.80,20.60
36.50,81,630,5.50,44.50
10.60,14,421,0.30,13.50
48.50,62,555,0.00,76.00
20.10,19,547,7.20,59.60
30.10,56,501,0.20,75.50
43.50,57,454,0.10,41.30
2.60,30,86,11.00,30.10
29.80,87,301,9.60,93.80
9.60,74,88,3.20,55.60
22.10,74,155,9.10,88.40
16.70,36,656,5.40,4.00
13.30,36,600,11.00,19.60
23.70,7,108,8.50,16.60
7.10,61,833,0.40,69.90
44.00,38,859,3.30,3.50
12.90,80,711,10.30,69.80
31.00,64,938,2.80,50.80
38.00,42,687,10.50,71.00
0.50,20,903,10.20,80.80
27.40,35,115,3.40,86.00
43.20,81,6,7.80,32.00
5.70,97,986,11.30,6.60
1.90,27,82,5.10,32.60
11.10,96,595,9.60,44.00
3.30,22,357,4.30,46.40
41.70,63,857,1.70,87.10
30.40,30,622,2.90,32.30
39.40,92,913,0.30,81.50
37.70,40,387,7.80,46.00
38.50,1,447,4.40,47.60
38.90,69,319,4.20,56.70
9.50,16,562,0.50,64.30
4.50,14,105,6.30,19.80
23.80,45,59,0.70,1.10
4.20,77,498,8.50,43.00
3.30,70,670,0.80,73.20
5.10,5,300,0.40,73.80
8.40,8,785,11.10,100.40
44.80,56,389,3.50,61.30
37.60,36,943,10.70,6.60
44.80,81,381,0.50,79.30
6.80,93,565,3.70,81.00
7.40,29,526,1.50,56.60
7.90,25,357,7.10,26.10
43.40,94,325,3.90,13.20
32.00,29,53,11.40,18.60
18.60,18,704,2.20,20.80
27.10,15,27,1.80,10.50
22.90,32,761,2.30,9.10
24.30,83,304,11.40,83.90
22.50,92,672,5.30,21.00
49.10,84,305,9.30,64.50
39.30,80,760,5.60,97.00
41.30,74,442,5.30,20.30
39.70,77,991,5.20,65.00
13.60,11,465,10.40,64.80
15.70,16,820,8.20,7.60
25.90,18,41,11.30,23.80
1.10,52,467,7.70,43.70
6.20,60,286,5.90,7.40
8.50,70,513,0.70,41.70
33.70,2,199,11.90,56.90
5.50,18,618,9.50,75.40
46.00,72,966,2.90,85.40
8.40,77,780,11.80,76.80
11.00,95,852,0.20,93.20
35.00,60,301,4.60,73.80
43.40,49,624,8.40,74.10
7.20,3,638,9.50,68.30
6.90,0,857,9.90,29.40
47.10,91,528,1.00,51.50
14.70,53,524,7.90,76.60
49.00,78,231,9.70,100.40
11.80,53,270,4.80,92.70
25.70,16,158,8.70,62.00
21.90,27,751,4.40,41.60
5.50,84,11,7.90,75.90
16.20,90,974,10.10,41.40
1.50,17,293,0.40,96.80
10.90,2,258,2.70,7.60
33.90,50,8,9.20,63.30
8.70,5,811,9.40,18.70
39.40,69,814,3.50,0.70
3.00,60,867,7.60,35.60
49.10,37,322,8.70,17.80
23.70,71,888,8.20,22.20
3.80,28,13,1.00,43.60
11.60,88,365,7.80,87.70
31.30,46,122,8.70,83.10
16.80,42,729,6.50,10.30
2.80,15,397,10.80,23.20
11.90,96,326,4.20,9.70
44.20,43,311,1.80,67.70
11.20,27,515,1.40,37.30
23.30,39,901,4.10,16.90
2.30,27,748,8.10,47.90
26.30,81,730,11.40,17.90
27.50,47,680,0.60,81.70
2.10,27,38,7.70,19.70
42.20,41,738,9.90,71.80
30.60,73,843,10.40,71.10
5.50,8,40,7.40,93.50
40.30,57,159,10.20,37.90
32.70,4,261,4.40,83.40
4.70,8,948,11.20,61.70
28.30,54,564,3.00,36.00
29.40,85,304,11.60,90.00
24.90,1,590,11.20,56.40
28.70,64,160,1.00,80.40
5.80,23,69,10.70,71.40
20.90,57,237,0.20,76.20
37.80,67,152,3.30,3.10
0.50,27,232,10.90,62.50
43.00,18,217,2.10,83.90
29.90,12,793,6.00,15.90
8.60,68,190,0.20,65.30
7.80,31,441,11.10,49.70
44.30,46,978,11.00,12.30
7.20,69,232,4.80,63.00
0.40,26,594,7.80,75.90
46.00,1,569,1.20,19.80
39.90,79,512,11.40,12.40
27.10,91,644,3.70,35.60
32.30,38,911,10.30,64.00
30.90,37,873,5.90,23.80
31.60,75,75,2.50,17.80
47.70,61,162,10.50,51.70
16.50,43,325,6.20,80.30
30.30,29,12,9.60,52.30
12.80,76,952,7.60,83.90
46.40,9,396,11.50,43.30
5.00,46,404,7.70,82.20
16.70,87,784,11.00,76.00
11.60,42,790,6.00,66.40
49.00,57,66,11.80,48.80
38.00,46,501,5.90,3.70
28.60,96,476,0.20,93.90
0.60,66,487,3.60,97.60
40.40,1,633,10.70,11.60
27.80,35,89,8.40,88.80
31.30,23,883,8.40,26.90
35.50,81,162,3.40,63.60
33.90,26,128,11.60,71.10
15.30,81,419,6.20,87.10
43.00,83,501,1.20,82.00
42.40,6,432,2.60,20.90
42.20,75,134,2.90,59.70
43.60,64,795,2.40,69.10
42.40,42,870,1.50,62.20
46.00,97,796,10.00,76.10
2.20,17,775,7.80,35.70
16.60,37,432,0.40,64.90
31.30,85,395,4.40,7.50
36.00,26,115,7.80,88.90
18.70,79,97,5.00,91.10
49.20,22,528,8.90,61.40
14.70,33,687,7.00,41.00
5.20,72,170,2.40,71.90
31.90,87,587,1.90,4.10
46.10,53,703,10.80,28.60
13.70,94,928,7.80,4.00
17.90,23,330,11.30,41.40
31.10,89,146,11.60,72.60
34.50,74,876,3.50,72.00
12.70,13,308,6.20,96.10
10.60,68,854,3.30,75.50
4.30,67,619,5.00,69.60
8.90,69,411,1.50,32.50
25.50,76,220,4.20,37.40
13.50,90,786,2.30,67.20
13.60,72,896,11.50,27.90
49.90,0,871,6.70,38.60
48.70,47,779,0.00,54.80
26.80,17,761,2.50,85.90
3.50,65,675,8.90,66.10
43.60,85,510,5.20,12.90
37.90,53,446,2.00,80.20
28.20,96,459,8.70,14.90
13.50,36,903,11.90,85.30
